,narrative,drafting
2884,addressing analysis re: injunction,0
2885,researching notice of motion re: summary judgment,0
2886,finalizing book of authority re: enforcing foreign judgment,0
2887,discussing notice of motion re: disqualifying expert,0
2888,proofing affidavit re: refusals,0
2889,preparing order re: summary judgment,0
2890,addressing memo re: summary judgment,0
2891,briefing analysis re: enforcing foreign judgment,1
2892,drafting memo re: summary judgment,1
2893,briefing factum re: disqualifying expert,1
2894,analyzing memo re: disqualifying expert,0
2895,preparing factum re: enforcing foreign judgment,0
2896,addressing analysis re: summary judgment,0
2897,editing compendium re: enforcing foreign judgment,1
2898,addressing compendium re: summary judgment,0
2899,analyzing factum re: summary judgment,0
2900,drafting notice of motion re: motion to strike,1
2901,attending to book of authority re: enforcing foreign judgment,0
2902,revising motion record re: refusals,1
2903,revising compendium re: injunction,1
2904,researching book of authority re: summary judgment,0
2905,editing book of authority re: motion to strike,1
2906,writing memorandum re: motion to strike,1
2907,finalizing analysis re: summary judgment,0
2908,researching analysis re: refusals,0
2909,editing factum re: refusals,1
2910,writing affidavit re: motion to strike,1
2911,addressing order re: disqualifying expert,0
2912,drafting affidavit re: refusals,1
2913,preparing analysis re: refusals,0
2914,preparing book of authority re: injunction,0
2915,preparing motion record re: enforcing foreign judgment,0
2916,writing memo re: injunction,1
2917,editing notice of motion re: motion to strike,1
2918,editing book of authority re: summary judgment,1
2919,discussing memo re: refusals,0
2920,finalizing motion record re: summary judgment,0
2921,proofing factum re: motion to strike,0
2922,researching memorandum re: summary judgment,0
2923,editing memo re: injunction,1
2924,addressing order re: refusals,0
2925,researching notice of motion re: injunction,0
2926,analyzing book of authority re: motion to strike,0
2927,considering motion record re: summary judgment,0
2928,briefing order re: enforcing foreign judgment,1
2929,preparing order re: refusals,0
2930,considering notice of motion re: summary judgment,0
2931,writing affidavit re: motion to strike,1
2932,researching book of authority re: motion to strike,0
2933,addressing motion record re: motion to strike,0
2934,writing analysis re: enforcing foreign judgment,1
2935,discussing motion record re: summary judgment,0
2936,finalizing motion record re: summary judgment,0
2937,discussing book of authority re: motion to strike,0
2938,addressing factum re: enforcing foreign judgment,0
2939,reviewing notice of motion re: injunction,0
2940,drafting book of authority re: summary judgment,1
2941,reviewing order re: summary judgment,0
2942,editing analysis re: refusals,1
2943,analyzing compendium re: motion to strike,0
2944,reviewing analysis re: refusals,0
2945,writing analysis re: injunction,1
2946,briefing factum re: injunction,1
2947,researching book of authority re: summary judgment,0
2948,attending to analysis re: disqualifying expert,0
2949,revising factum re: motion to strike,1
2950,proofing analysis re: motion to strike,0
2951,analyzing memo re: enforcing foreign judgment,0
2952,writing motion record re: motion to strike,1
2953,attending to factum re: injunction,0
2954,writing book of authority re: injunction,1
2955,preparing notice of motion re: refusals,0
2956,writing factum re: refusals,1
2957,proofing memorandum re: enforcing foreign judgment,0
2958,analyzing memo re: injunction,0
2959,revising compendium re: refusals,1
2960,researching factum re: enforcing foreign judgment,0
2961,proofing motion record re: motion to strike,0
2962,editing memorandum re: injunction,1
2963,analyzing motion record re: disqualifying expert,0
2964,reviewing factum re: motion to strike,0
2965,briefing memo re: motion to strike,1
2966,editing affidavit re: summary judgment,1
2967,reviewing affidavit re: enforcing foreign judgment,0
2968,finalizing memo re: motion to strike,0
2969,briefing motion record re: injunction,1
2970,finalizing notice of motion re: enforcing foreign judgment,0
2971,proofing motion record re: summary judgment,0
2972,reviewing compendium re: summary judgment,0
2973,writing compendium re: summary judgment,1
2974,finalizing factum re: disqualifying expert,0
2975,researching notice of motion re: enforcing foreign judgment,0
2976,proofing motion record re: refusals,0
2977,discussing memo re: injunction,0
2978,finalizing affidavit re: motion to strike,0
2979,writing order re: injunction,1
2980,researching affidavit re: summary judgment,0
2981,writing compendium re: injunction,1
2982,writing memorandum re: enforcing foreign judgment,1
2983,briefing compendium re: motion to strike,1
2984,reviewing motion record re: enforcing foreign judgment,0
2985,considering memorandum re: enforcing foreign judgment,0
2986,discussing factum re: enforcing foreign judgment,0
2987,addressing memo re: summary judgment,0
2988,proofing factum re: refusals,0
2989,considering order re: disqualifying expert,0
2990,reviewing analysis re: summary judgment,0
2991,considering factum re: enforcing foreign judgment,0
2992,reviewing memorandum re: enforcing foreign judgment,0
2993,drafting memo re: disqualifying expert,1
2994,writing memorandum re: injunction,1
2995,addressing order re: enforcing foreign judgment,0
2996,proofing motion record re: injunction,0
2997,attending to order re: injunction,0
2998,attending to book of authority re: injunction,0
2999,considering affidavit re: motion to strike,0
3000,analyzing factum re: summary judgment,0
3001,writing compendium re: refusals,1
3002,preparing memorandum re: enforcing foreign judgment,0
3003,proofing notice of motion re: motion to strike,0
3004,addressing compendium re: injunction,0
3005,drafting compendium re: enforcing foreign judgment,1
3006,attending to order re: enforcing foreign judgment,0
3007,attending to analysis re: enforcing foreign judgment,0
3008,researching book of authority re: disqualifying expert,0
3009,proofing order re: injunction,0
3010,finalizing book of authority re: enforcing foreign judgment,0
3011,attending to motion record re: enforcing foreign judgment,0
3012,drafting order re: refusals,1
3013,drafting affidavit re: refusals,1
3014,editing memo re: refusals,1
3015,researching memorandum re: summary judgment,0
3016,reviewing memo re: motion to strike,0
3017,finalizing analysis re: injunction,0
3018,researching order re: summary judgment,0
3019,reviewing memo re: enforcing foreign judgment,0
3020,reviewing memo re: summary judgment,0
3021,finalizing notice of motion re: enforcing foreign judgment,0
3022,researching notice of motion re: injunction,0
3023,preparing analysis re: motion to strike,0
3024,drafting compendium re: injunction,1
3025,reviewing affidavit re: motion to strike,0
3026,revising affidavit re: enforcing foreign judgment,1
3027,discussing memorandum re: disqualifying expert,0
3028,revising motion record re: motion to strike,1
3029,preparing book of authority re: injunction,0
3030,preparing analysis re: summary judgment,0
3031,drafting analysis re: injunction,1
3032,preparing affidavit re: injunction,0
3033,writing factum re: summary judgment,1
3034,proofing memorandum re: injunction,0
3035,reviewing compendium re: motion to strike,0
3036,considering analysis re: injunction,0
3037,considering memo re: disqualifying expert,0
3038,briefing motion record re: disqualifying expert,1
3039,proofing memorandum re: refusals,0
3040,briefing book of authority re: disqualifying expert,1
3041,attending to factum re: refusals,0
3042,researching affidavit re: summary judgment,0
3043,preparing order re: disqualifying expert,0
3044,addressing analysis re: motion to strike,0
3045,researching affidavit re: enforcing foreign judgment,0
3046,writing memo re: injunction,1
3047,reviewing book of authority re: summary judgment,0
3048,attending to compendium re: enforcing foreign judgment,0
3049,considering memorandum re: injunction,0
3050,revising factum re: summary judgment,1
3051,briefing book of authority re: injunction,1
3052,researching book of authority re: motion to strike,0
3053,proofing analysis re: summary judgment,0
3054,attending to notice of motion re: summary judgment,0
3055,researching factum re: motion to strike,0
3056,considering analysis re: enforcing foreign judgment,0
3057,revising order re: enforcing foreign judgment,1
3058,researching affidavit re: motion to strike,0
3059,writing memo re: refusals,1
3060,briefing factum re: injunction,1
3061,briefing memorandum re: disqualifying expert,1
3062,addressing notice of motion re: summary judgment,0
3063,proofing order re: injunction,0
3064,editing compendium re: summary judgment,1
3065,writing book of authority re: disqualifying expert,1
3066,considering factum re: refusals,0
3067,researching analysis re: refusals,0
3068,researching compendium re: enforcing foreign judgment,0
3069,proofing motion record re: motion to strike,0
3070,writing compendium re: enforcing foreign judgment,1
3071,drafting order re: injunction,1
3072,considering affidavit re: injunction,0
3073,researching factum re: enforcing foreign judgment,0
3074,reviewing notice of motion re: refusals,0
3075,revising notice of motion re: injunction,1
3076,preparing motion record re: motion to strike,0
3077,addressing compendium re: injunction,0
3078,proofing book of authority re: disqualifying expert,0
3079,preparing factum re: enforcing foreign judgment,0
3080,reviewing memorandum re: enforcing foreign judgment,0
3081,attending to memorandum re: disqualifying expert,0
