,narrative,drafting
3319,finalizing order re: disqualifying expert,0
3320,briefing motion record re: summary judgment,1
3321,revising order re: summary judgment,1
3322,editing book of authority re: injunction,1
3323,briefing analysis re: disqualifying expert,1
3324,editing memorandum re: injunction,1
3325,attending to book of authority re: summary judgment,0
3326,analyzing motion record re: disqualifying expert,0
3327,proofing affidavit re: disqualifying expert,0
3328,proofing compendium re: summary judgment,0
3329,proofing order re: motion to strike,0
3330,attending to book of authority re: disqualifying expert,0
3331,preparing affidavit re: refusals,0
3332,reviewing book of authority re: motion to strike,0
3333,proofing book of authority re: motion to strike,0
3334,drafting order re: disqualifying expert,1
3335,editing memorandum re: enforcing foreign judgment,1
3336,writing order re: injunction,1
3337,proofing book of authority re: motion to strike,0
3338,writing compendium re: disqualifying expert,1
3339,analyzing notice of motion re: enforcing foreign judgment,0
3340,proofing memo re: injunction,0
3341,attending to book of authority re: refusals,0
3342,editing compendium re: enforcing foreign judgment,1
3343,preparing motion record re: refusals,0
3344,analyzing memo re: injunction,0
3345,preparing factum re: injunction,0
3346,writing motion record re: motion to strike,1
3347,proofing memorandum re: injunction,0
3348,proofing affidavit re: refusals,0
3349,researching notice of motion re: motion to strike,0
3350,editing analysis re: summary judgment,1
3351,finalizing order re: motion to strike,0
3352,analyzing analysis re: injunction,0
3353,preparing order re: injunction,0
3354,finalizing motion record re: disqualifying expert,0
3355,writing analysis re: disqualifying expert,1
3356,drafting affidavit re: motion to strike,1
3357,briefing factum re: enforcing foreign judgment,1
3358,analyzing memorandum re: summary judgment,0
3359,writing affidavit re: motion to strike,1
3360,briefing analysis re: enforcing foreign judgment,1
3361,revising memorandum re: summary judgment,1
3362,finalizing affidavit re: disqualifying expert,0
3363,editing order re: summary judgment,1
3364,analyzing order re: enforcing foreign judgment,0
3365,reviewing book of authority re: summary judgment,0
3366,researching notice of motion re: enforcing foreign judgment,0
3367,editing memo re: motion to strike,1
3368,proofing order re: summary judgment,0
3369,researching memorandum re: summary judgment,0
3370,writing analysis re: motion to strike,1
3371,reviewing book of authority re: summary judgment,0
3372,revising analysis re: refusals,1
3373,attending to book of authority re: injunction,0
3374,analyzing motion record re: summary judgment,0
3375,writing compendium re: disqualifying expert,1
3376,editing analysis re: summary judgment,1
3377,reviewing factum re: refusals,0
3378,proofing factum re: disqualifying expert,0
3379,preparing factum re: motion to strike,0
3380,preparing analysis re: injunction,0
3381,reviewing memorandum re: disqualifying expert,0
3382,preparing memorandum re: injunction,0
3383,reviewing factum re: injunction,0
3384,preparing notice of motion re: disqualifying expert,0
3385,writing analysis re: summary judgment,1
3386,finalizing motion record re: motion to strike,0
3387,analyzing memorandum re: injunction,0
3388,preparing book of authority re: motion to strike,0
3389,preparing memo re: summary judgment,0
3390,revising affidavit re: summary judgment,1
3391,writing compendium re: summary judgment,1
3392,proofing motion record re: injunction,0
3393,finalizing memo re: summary judgment,0
3394,finalizing memorandum re: enforcing foreign judgment,0
3395,drafting memorandum re: motion to strike,1
3396,revising memorandum re: motion to strike,1
3397,proofing analysis re: summary judgment,0
3398,attending to notice of motion re: enforcing foreign judgment,0
3399,analyzing factum re: motion to strike,0
3400,briefing memorandum re: disqualifying expert,1
3401,finalizing book of authority re: motion to strike,0
3402,reviewing compendium re: disqualifying expert,0
3403,revising motion record re: injunction,1
3404,analyzing factum re: motion to strike,0
3405,editing factum re: disqualifying expert,1
3406,revising analysis re: refusals,1
3407,researching affidavit re: refusals,0
3408,analyzing compendium re: enforcing foreign judgment,0
3409,drafting order re: summary judgment,1
3410,attending to order re: motion to strike,0
3411,attending to book of authority re: summary judgment,0
3412,attending to motion record re: motion to strike,0
3413,writing factum re: motion to strike,1
3414,revising motion record re: disqualifying expert,1
3415,analyzing notice of motion re: disqualifying expert,0
3416,preparing order re: disqualifying expert,0
3417,attending to memorandum re: summary judgment,0
3418,briefing notice of motion re: injunction,1
3419,researching order re: refusals,0
3420,attending to compendium re: motion to strike,0
3421,drafting motion record re: refusals,1
3422,researching analysis re: enforcing foreign judgment,0
3423,preparing analysis re: summary judgment,0
3424,preparing analysis re: motion to strike,0
3425,drafting compendium re: enforcing foreign judgment,1
3426,proofing factum re: injunction,0
3427,revising motion record re: disqualifying expert,1
3428,revising motion record re: motion to strike,1
3429,drafting analysis re: summary judgment,1
3430,drafting analysis re: enforcing foreign judgment,1
3431,researching affidavit re: refusals,0
3432,drafting book of authority re: refusals,1
3433,drafting motion record re: enforcing foreign judgment,1
3434,researching factum re: motion to strike,0
3435,researching factum re: motion to strike,0
3436,revising factum re: motion to strike,1
3437,revising analysis re: enforcing foreign judgment,1
3438,analyzing factum re: summary judgment,0
3439,reviewing affidavit re: refusals,0
3440,revising motion record re: summary judgment,1
3441,editing notice of motion re: disqualifying expert,1
3442,writing motion record re: enforcing foreign judgment,1
3443,analyzing memo re: motion to strike,0
3444,briefing motion record re: disqualifying expert,1
3445,finalizing order re: summary judgment,0
3446,reviewing memorandum re: enforcing foreign judgment,0
3447,finalizing affidavit re: motion to strike,0
3448,reviewing order re: disqualifying expert,0
3449,briefing affidavit re: motion to strike,1
3450,reviewing factum re: injunction,0
3451,attending to analysis re: summary judgment,0
3452,finalizing order re: refusals,0
3453,revising book of authority re: disqualifying expert,1
3454,researching compendium re: refusals,0
3455,drafting notice of motion re: injunction,1
3456,revising order re: injunction,1
3457,analyzing order re: summary judgment,0
3458,finalizing memo re: injunction,0
3459,drafting notice of motion re: summary judgment,1
3460,revising order re: enforcing foreign judgment,1
3461,attending to motion record re: injunction,0
3462,writing order re: injunction,1
3463,proofing factum re: enforcing foreign judgment,0
3464,reviewing affidavit re: refusals,0
3465,analyzing analysis re: injunction,0
3466,writing notice of motion re: enforcing foreign judgment,1
3467,writing order re: disqualifying expert,1
3468,editing affidavit re: motion to strike,1
3469,drafting book of authority re: refusals,1
3470,attending to analysis re: injunction,0
3471,analyzing compendium re: summary judgment,0
3472,drafting order re: motion to strike,1
3473,writing analysis re: refusals,1
3474,analyzing memo re: refusals,0
3475,writing memorandum re: enforcing foreign judgment,1
3476,writing order re: enforcing foreign judgment,1
3477,analyzing book of authority re: summary judgment,0
3478,proofing memorandum re: summary judgment,0
3479,finalizing order re: summary judgment,0
3480,finalizing analysis re: motion to strike,0
3481,proofing notice of motion re: summary judgment,0
3482,analyzing affidavit re: motion to strike,0
3483,preparing memo re: enforcing foreign judgment,0
3484,revising analysis re: disqualifying expert,1
3485,attending to motion record re: motion to strike,0
3486,researching compendium re: refusals,0
3487,researching compendium re: enforcing foreign judgment,0
3488,writing factum re: injunction,1
3489,preparing memorandum re: motion to strike,0
3490,briefing notice of motion re: enforcing foreign judgment,1
3491,revising memorandum re: motion to strike,1
3492,researching motion record re: injunction,0
3493,proofing memorandum re: injunction,0
3494,writing order re: motion to strike,1
3495,analyzing memo re: motion to strike,0
3496,writing memo re: motion to strike,1
3497,editing affidavit re: enforcing foreign judgment,1
3498,finalizing compendium re: motion to strike,0
3499,proofing compendium re: disqualifying expert,0
3500,analyzing motion record re: summary judgment,0
3501,drafting compendium re: refusals,1
3502,proofing memo re: disqualifying expert,0
3503,writing compendium re: enforcing foreign judgment,1
3504,briefing compendium re: disqualifying expert,1
3505,preparing book of authority re: refusals,0
3506,attending to affidavit re: motion to strike,0
3507,attending to notice of motion re: injunction,0
3508,preparing analysis re: refusals,0
3509,finalizing affidavit re: enforcing foreign judgment,0
3510,revising memo re: disqualifying expert,1
3511,reviewing book of authority re: summary judgment,0
3512,analyzing notice of motion re: disqualifying expert,0
3513,revising compendium re: refusals,1
3514,researching memo re: injunction,0
3515,reviewing compendium re: disqualifying expert,0
3516,editing book of authority re: disqualifying expert,1
3517,editing factum re: refusals,1
3518,briefing compendium re: refusals,1
3519,editing memorandum re: motion to strike,1
3520,revising memo re: disqualifying expert,1
3521,finalizing motion record re: disqualifying expert,0
3522,analyzing book of authority re: disqualifying expert,0
3523,attending to order re: injunction,0
3524,briefing notice of motion re: refusals,1
3525,writing factum re: refusals,1
3526,briefing memo re: motion to strike,1
3527,editing order re: summary judgment,1
3528,reviewing affidavit re: summary judgment,0
